"id","fid","y_stacking_01","y_stacking_nn","y_cv","y_stacking","y_average","D_stacking_01","D_stacking_nn","D_cv","D_stacking","D_average","Z_stacking_01","Z_stacking_nn","Z_cv","Z_stacking","Z_average"
11,1,-1.32596591987887,-1.48140906634862,-1.24390846866718,-1.18548818926294,-1.62839288554953,1.04462644067364,1.27035314705686,2.03102168967167,1.69870651928962,-0.567059291541833,-0.589959497753689,-0.140872194989635,0.331267390975606,0.821954611822443,-0.918519827731073
12,1,1.73154348880438,1.57612371016847,1.81477491853347,1.85846790916909,1.42622772237817,2.06480527041452,2.28047879300407,2.9828144508197,2.69294002423088,0.53178933620684,-0.679501591857946,-0.229502197288635,0.181822448032431,0.702806044931043,-0.91702076026356
13,1,0.46966516462888,0.307038277999314,0.702071926448574,0.42532684511927,-0.0696419107148412,2.19517225633414,3.26928128302241,4.2393988744223,3.85787947575917,1.42963442382524,-2.42112120583232,-1.1055735308211,-0.966686059410256,-0.334983435288732,-1.41602618612436
14,2,-1.5266252491171,-1.63712106919627,-1.58567107661166,-1.87529394204272,-1.31112637704665,6.32143969890621,7.22868777739884,6.22556461222595,6.14053739042977,4.82765434782728,-0.148942666884063,0.112645017936437,-0.321091065312935,-0.26923811762941,-0.630969812797211
15,1,2.59591299570132,2.43001958908262,2.54543068012522,2.53185455968761,2.39344988992419,-3.83913604639522,-2.7572149898163,-3.67592368660176,-1.61608581395197,-2.82941573800035,-2.54317906638244,-1.80901939366719,-1.54551643728152,0.872746840032774,-3.05794069017839
16,2,1.11521795663642,0.999459683345605,0.927478588001216,1.08365256675472,1.41893270479581,-3.61491891130693,-2.45414043103023,-3.0262601223495,-2.29770724551708,-4.84509025125096,-1.43519892879102,-0.63000292995849,-0.508369898957227,0.221064041055946,-1.75235314246067
17,1,2.19521017391471,2.04203499991718,2.33647387765796,1.10239507057776,1.96538458993216,-1.97087977218641,-1.88897313959219,-1.42011724281141,-0.827219958663408,-3.47857335650446,-1.03069129159569,-0.4808216981983,0.178338718201745,1.42152955798914,-1.62892982813884
18,2,0.85827269257757,0.734543741651368,0.746594131646824,1.06888003062587,0.927595050080035,-2.27993869273488,-1.34394048267572,-1.77906177671483,-0.788365684367269,-3.77654132775763,-1.64624442641667,-1.05871436188153,-0.8445669027754,0.286546846014252,-2.11661532742445
19,2,0.936425393775866,0.813072311214711,0.664674290815495,0.417636399839701,1.30644377317415,-4.29954043772462,-3.7895965111685,-4.04924840452584,-4.65604691817169,-7.73592695535663,-0.965343067347259,-1.03504817874479,-0.915133467283171,-3.46176112922475,-0.552993330215433
20,1,-0.852914993148629,-0.995721482850484,-0.720968799529841,-1.03039973744537,-1.14890833435113,-0.767961662934642,-0.492702230915862,-1.12964271051239,-0.630539211748133,-1.22284544451307,-0.451884684615029,-0.133531993508029,0.308011288556088,1.07642542425236,-1.4489157594094
21,1,-0.198526432736345,-0.341332922438199,-0.0665802391175569,-0.376011177033089,-0.494519773938843,-0.42969005799637,-0.15443062597759,-0.791371105574115,-0.292267606809861,-0.884573839574801,-0.451884684615029,-0.133531993508029,0.308011288556088,1.07642542425236,-1.4489157594094
22,2,2.34858696393023,2.22668055139255,2.45095391851616,2.37537382536278,1.96670054924113,0.131533394854719,0.786377183685496,-0.2986457040102,0.384093090195116,0.0689688638075285,-0.347059427413722,-0.11430460029261,-0.185372222549642,0.301099375333492,-1.14566854632466
23,1,0.812271512271824,0.668314714585422,0.478107956323159,0.625031021958049,1.10763657890053,-4.54535417533168,-4.13553819956477,-3.5087155724286,-4.52009344339131,-5.60894477504032,-3.27329184710831,-2.21192999910597,-1.85176708262571,-1.69934771895346,-1.63955973737064
24,1,0.507929662871028,0.333458776857794,-0.0236485123253409,0.0707501418744538,0.828893251694955,-4.65088079662913,-2.46991697944295,-1.51924942729825,-1.42525077434895,-5.15282484665662,-5.401995586991,-2.95644066593134,-3.44519574890669,-2.31870179771137,-2.52853338095714
25,1,0.856589979090499,0.700204747537506,0.892739865623,0.754634125263984,0.537932328989061,-3.96745983488973,-3.37693588505673,-3.9020837473153,-4.70032183665878,-5.39638659390039,-1.15276915381271,-0.220324958365032,-1.99944194801785,-1.86972708692454,0.120081885916067
26,2,-1.61273416159664,-1.73871993659346,-1.59376656770244,-2.22303735752542,-1.81564673793187,-1.48239451087554,-0.671436129616097,-0.904293544755541,-1.41888527356005,-4.72226287749594,0.339216646409538,0.43859222954284,-0.0515253968623774,-0.709207575263076,0.465884833497849
27,2,-0.82986036787113,-0.949248024332243,-0.752295702080955,-1.35322903551269,-1.05042390703531,-1.23510972582805,-0.223962018871463,-1.15441479067753,-1.57321489886321,-3.03906167092379,-0.0586980084954778,0.25993367561157,-0.902015968418244,-1.18662998836908,0.397076833872264
28,1,0.232049719033905,0.066860852338074,-0.097266669111467,0.453024330081043,0.384027504546927,-4.00575026660523,-2.98293976993095,-4.37445336810415,-0.747582367815805,-3.35514038058616,-0.348722528294024,0.121344938997592,-1.30291036075463,3.34120461755132,-1.86457197393779
29,1,1.26772992563301,1.12185738162316,1.04830920457022,1.59634062206745,1.41952799654181,-3.75076935668295,-3.30181304284008,-3.37144221622996,-2.91018439237853,-3.24442407308398,-1.82896178175428,-1.42286503238361,-1.84952123241179,-0.678205934527274,-1.09606165687447
30,2,-0.56712083837103,-0.688941618733057,-0.565232994341875,-0.383353504011208,-0.755410054438117,-2.07497538342179,-1.45025109298262,-1.93789233807837,-0.616752322024937,-2.72591092404221,-1.65813751051094,-1.37556254115379,-1.70158319131605,-0.550633644680742,-0.968758455259094
31,2,0.431019569755273,0.316624402393944,0.396828175250898,0.205954098753875,0.426988115586124,-1.31674722955133,-0.799706449880315,-1.15774033681245,-0.119307500852345,-2.6999326765827,-0.422152464685302,-0.295887403082686,-0.541026323270779,0.181219911969336,-0.518944105415756
32,2,-2.87378862634438,-2.99065992449445,-2.93305860016219,-3.14043357311638,-2.8678305190662,-1.53141430190105,-1.12749305587048,-1.47821902982638,-0.298750245485846,-3.15741356374294,-0.497383316867952,-0.477223169388655,-0.777258831624588,0.034994282454293,-0.517787965942702
33,1,-0.737673544516785,-0.864029278698151,-1.03006010424914,-0.595619861592293,-0.340357978573944,-0.342296513711551,-0.0230923990725866,-0.590527303797476,0.395140954018135,-0.697704561812149,0.256760083618236,0.593026816794268,-0.266191217484371,1.35349235996948,-0.183413769902772
34,2,-1.30157742770491,-1.42134491296325,-1.43778597723394,-1.93178708646763,-1.11864386911401,-1.51483970975102,-1.29557584080914,-1.7265822189059,-2.24581835772917,-5.02718086193504,0.508875519352456,0.077656849270257,-0.236410285906871,-2.72255816120235,0.618852970124573
35,1,2.23159046589757,2.07627952745942,1.98257645841543,1.88361673465093,2.31500020904565,-2.38265949006072,-1.68598555198887,-2.62117064529717,-1.48926061932155,-2.47000006810793,-0.774351576435064,-0.361651135376281,-0.964377320633261,0.773171421658003,-1.47096896167053
36,1,1.58525933158764,1.43739610684325,1.42963323743857,1.42206891988543,1.73222730142192,-2.59888241635449,-1.85789135429699,-2.01200360016542,-1.76502324100973,-2.49269234960951,-1.36395092643012,-0.827319895892388,-0.592173030768175,-0.02489148934841,-1.32708538528043
37,2,0.699216966018696,0.592786946058729,0.528380343730092,0.321887992252863,1.09312725212937,-2.29510865747508,-1.58655426748046,-2.00787001589813,-1.98520127170468,-3.61611406411131,-0.798969301842856,-0.495956867616428,-0.374958422922163,-0.861453228069694,-0.994676397730681
38,1,1.11737310987135,0.964514006828558,0.957801032168059,0.269616174827418,1.19940566314708,-3.98598662565173,-3.25895217309386,-3.36026717666705,-2.87411213204825,-4.04471541071334,-1.96185976056931,-1.05798489929038,-1.1074749420275,-0.245443680972333,-0.845616147972031
39,1,-1.2913801466554,-1.42141198713822,-1.46864798727041,-1.28129563871605,-1.05245203750997,-0.373395235163414,-0.207291640456564,-0.613724712569095,-0.335005202906723,-0.710551400759726,-0.292538462513562,-0.172444661785937,-0.21749830263134,0.0897468270903801,-0.622468418254092
40,2,0.800926766060999,0.68702904310269,0.748416230242408,0.949554498705998,0.850628894520773,0.816049828471657,1.46771758178572,0.574258083818002,1.31557408584983,0.710902012710564,-0.214284198302121,-0.00591556012864025,-0.0345226006746824,0.271889395777293,-0.673182680285358
41,1,1.43959698582112,1.29940819025907,1.06768528502435,1.31265779972744,1.83971234116927,-4.95762671507331,-4.37332097009141,-4.07011935053064,-4.33891438015421,-5.46449510979699,-1.99907543174352,-1.07854595303079,-0.76394463415429,-0.620301898335548,-0.23733310188535
42,1,0.43367499844207,0.271524691399279,0.510586453673839,0.0722307172790932,0.100521625587134,-3.26998066487695,-1.92458414441821,-1.04970502071324,-1.90515846779453,-4.2685143926815,-1.68614975073558,-0.312438103640389,-0.928119627187414,-0.835834716861369,0.0243594293526144
43,2,-0.879823443883224,-0.990583353014065,-0.825317175350579,-1.19261447069121,-0.909126404386313,5.47678769714084,6.42845877517251,5.49254553775142,5.28299267638165,4.64707614233663,-0.0930260104134604,0.204265810010247,-0.328326971823479,-0.611334729003968,0.125550636237241
44,2,-0.597029655993752,-0.715221405196703,-0.526290902856135,-1.13576475452358,-0.81239391920546,8.63620497911983,9.54505446639073,8.81442920877548,8.46538193111184,7.27149263059996,-0.254210328171226,-0.00866598209839431,-0.367548532048524,-0.843309753813022,0.151982611294972
45,2,0.259992745464529,0.137086315247974,0.327691421894317,0.222172070861526,0.0938535394775579,-3.92927681453278,-2.98982475790632,-3.94120044703101,-3.85167327969181,-2.70952887030688,-3.12544243853195,-2.49784721809529,-2.72582489744511,-2.34888251727573,-1.36372012714911
46,2,-0.394752268264678,-0.507730243657021,-0.4123012604535,-0.625645380402917,-0.411483346787218,-1.16677532218167,-0.716733549758548,-1.16928393816478,-0.176581200941163,-2.61704564031667,-0.329049567783474,-0.271895959476483,-0.262512287280017,-0.00791332018704871,-0.659009206698087
47,2,0.231255710411534,0.101632902660398,-0.00156522842623197,-0.0321731590866641,0.46363910413021,-5.1698689205078,-3.98409301425338,-4.79340461293998,-4.05196941602335,-8.22125393436623,-0.795085171528065,-0.258471834375756,-0.708930229773852,-0.435374361193436,-0.498879633970047
48,2,-0.773858376242974,-0.892811426916976,-0.7974117708883,-1.07350441591714,-0.785805164463238,-1.75431218220594,-1.08085086598241,-1.64889061825266,-0.600121456452294,-3.81194556681151,-0.359606977950479,-0.290624002014248,-0.306133095105777,-0.301461092036517,-0.60363959833872
49,2,0.0246145751288118,-0.0922948598471294,0.0252704102739205,-0.191224358003278,0.000675207412013101,-0.176201588425126,0.349175899289149,-0.246041888864905,0.711363983008884,-1.96460207635628,-0.312196143515033,-0.382779286392589,-0.418845126170361,-0.384730105260539,-0.535552548932817
50,1,1.10905271986085,0.970358477472316,1.06651653461651,1.09192123443616,1.1765514138454,-2.10484670679238,-1.67509694825648,-1.18422807117915,-2.15059472542807,-2.12819183774629,-1.89531159553001,-1.32552023991519,-0.255968922560427,-0.904829349864919,-2.06053528668016
51,1,0.0654428522931294,-0.0684867842144872,-0.224288383710366,0.153170748050647,0.502020498785304,-2.31159175714269,-1.71668770148243,-2.60063287738878,-1.92150008449597,-3.27281746935815,-0.842265580368091,-0.0227175694694797,-0.221256736701674,1.34664363544537,-1.80873091741389
52,1,1.38448217227582,1.22697803838445,1.50493009920207,1.45701954008282,1.01123433428951,-1.71886815593829,-1.5874977000777,-1.16292128148444,-1.33071476879959,-3.47492240342565,-0.597190264265471,-0.167076351242391,0.00619888306298755,0.650217039399845,-0.851379574038621
53,2,-0.0156681714946894,-0.13830086972955,0.12052950819524,-0.666014287266245,-0.430332174705087,0.165925579908023,1.11966921843328,0.395815576029994,-0.0102081224163282,-1.63231620133725,0.113222406764242,0.366476713545026,0.0708108265254328,-0.0869198472075308,-0.370834509311791
54,1,1.7731380269107,1.62110944805498,1.63413415608159,2.19477272738465,1.75012050777776,-4.42194415106522,-3.92810384379307,-4.46531404224062,-3.88869747090835,-3.83378222119657,-2.32396736590601,-1.69668444531733,-2.85366302513573,-1.42221208104181,-1.04869693942381
55,1,-0.95852392986581,-1.10706953014405,-1.13154003187157,-0.569537217779148,-0.887587651410378,-2.65493528828618,-2.38783476792394,-2.59445458355579,-1.68891791960553,-3.14298658030444,-1.27746416373773,-0.872591116963713,-1.54138408441099,0.130149050095001,-0.877112461734129
56,2,0.416353726023788,0.301161322787192,0.397015462451726,0.177091472177039,0.370795856572065,-1.38532696579288,-0.880378115566043,-1.2661478786149,-0.171560840869655,-2.81205306045445,-0.381524209065331,-0.269965139644423,-0.543261025567058,0.209969865677737,-0.531407484013432
57,2,-0.41968823094436,-0.544102421010231,-0.247908748233111,-0.561540908778204,-0.996194869529772,-0.499410738589123,0.0977860450988208,-0.85976697216477,-0.035661946152854,-0.815582381801795,-0.0661184375961419,0.0803254044415302,-0.366663830309063,0.514286756812303,-0.513874855650661
58,1,0.598802325357767,0.438001679280345,0.326078765132372,0.0593211413985424,0.680605474284389,-8.36192691694638,-7.07324865242,-7.85124714926782,-6.07120394144057,-8.5944481785316,-4.06959005959109,-2.23622255863834,-3.10029310936637,-0.128677074360469,-2.32924183901749
59,1,0.852853146395983,0.710864808831738,0.795829330266034,0.806314356686695,0.873108494133772,-0.915734413972107,-1.03681913533487,-0.591392060339746,-0.432751088716657,-2.65870350809751,-0.561033904534475,-0.361773255712169,0.403879618537591,0.956363375497872,-1.64909348872391
60,2,0.105771889262898,-0.0186517827810677,0.0297223945867247,0.203003341748846,0.0816916552273526,-1.45789677583105,-0.735431773830891,-1.06648850234733,0.478834349324627,-3.12094248485516,-1.47818439377278,-1.11256415203782,-0.834865520156399,0.492603433920255,-2.15941977618584
61,1,1.11165420478452,0.965391053961128,0.923756744846836,1.0160061340505,1.20849724201494,-5.37002935268375,-4.8782212931326,-4.70748173128902,-5.07248277689826,-5.92806512742823,-3.07490748233006,-1.97795728553334,-1.81817757041557,-1.02037315438229,-1.58425166133518
62,1,0.300455885690323,0.144352673823988,0.32066832064092,0.269747264079475,0.00886745571389902,-3.1827710318314,-2.78774395440867,-2.6292671359359,-2.08658084023605,-5.41705028596145,-1.67186588374275,-0.771162845154036,-1.0223750965224,0.739493797764274,-1.45110694927557
63,1,1.03785538256202,0.876052960779407,0.916087586607426,1.65768671951593,0.787729874719062,-4.71034538339824,-3.41700178179425,-2.28517486830512,-2.96523979169936,-7.06975671464078,-3.41101200901777,-1.60767680833982,-1.76504192851273,-1.56160952376529,-1.55361180851898
64,2,-2.70777314619844,-2.83633195237513,-2.80096930877369,-2.5916082596626,-2.56421788007323,-0.812831741948929,-0.157693012136966,-1.502521630488,0.991838305954524,-1.23584751289333,0.602294343908458,0.723337381054407,-0.398075295906777,3.60986260412332,-0.881245997567115
65,2,-0.303903532261324,-0.438134347201603,-0.230793111824296,-0.366602035700891,-0.5488433712713,-1.59525599701001,-0.6040073945394,-1.53709215451326,0.183028967560771,-1.48349376333779,-0.208108833028549,0.198967261163279,-0.349877894574739,2.15327373827792,-0.325570253568262
66,2,0.202995037074015,0.0744195020930141,0.186170629038417,0.00530563032780673,0.117519930992461,-1.74331480634755,-1.00062867404175,-1.45438698416466,-1.22162622133428,-1.09311884647317,-0.387747792205988,-0.138346194051325,0.250311842721899,0.456892371963443,-0.426662276457
67,2,0.119832793049386,-0.00399607652548362,-0.0545042869609507,0.236556629650861,0.410477348687218,-1.84297591261544,-1.26151056568038,-1.95087949807845,0.113889707071587,-1.55200552407502,-0.104579594873079,0.0560570171950108,0.0600465873880154,1.77107565846503,-1.36931745680723
68,1,2.16356147861717,1.98796641576547,2.23255854119357,2.13524003405583,1.68054428182294,-1.65047739876507,-1.01335801600282,-1.82156836757271,0.496609714326909,-1.46017740594126,-0.39469548528241,-0.361776567428266,0.272232840711179,0.838549076506133,-1.42443405932337
69,1,-2.03862423714482,-2.20622160833289,-2.04562090293822,-1.62452305343349,-2.16744144315429,-1.89945686618785,-1.32864733908738,-1.49319323178947,-1.28544323239627,-1.88286196763321,-0.504205962983423,-0.446716495701956,0.0403167276552319,1.2925370160757,-1.4955549422929
70,1,-1.41033860237532,-1.57086744243557,-1.61256253649063,-1.38405644965981,-1.46146959635461,-1.61225042419233,-0.922882597796455,-1.9327855447715,-0.304554601639815,-1.3796357245862,-0.252156634138166,-0.0712946697726169,-0.418141321465637,1.04974942733672,-0.867893762493473
71,2,-0.558539512344112,-0.706768006624461,-0.635034447225935,-1.11160172605425,-0.700550399075027,-2.4279656546616,-2.02722168136062,-1.99388975463753,-3.36310528401316,-3.41892760345845,-0.641826043362658,-0.594396727215639,-0.093074894968078,1.09186714880136,-0.711175243573407
72,1,-1.34419851172486,-1.52017226385294,-1.24464090861529,-1.32879528199073,-1.88500536861177,-1.72046678200724,-0.862426997643795,-1.5417981099959,0.397033862145757,-1.27077740734148,-0.0613590036091365,0.123438276245029,0.165328090663834,1.17984772222248,-0.789875119088035
73,2,-1.36036013285306,-1.50699239264162,-0.99515785120102,-1.46870263844416,-2.39384584090853,2.78989626877828,3.44143549554011,2.05619208141469,3.05625847529667,3.93153003239472,-0.102140533736257,-0.0999822321088324,0.0351426818480949,0.315713412523969,-0.0647352149855216
74,1,-0.357199430322861,-0.536713045983685,0.168432695431216,-0.508508548934332,-1.35773833127878,1.70958350438482,2.79220717138645,1.16914812677851,1.46673187546436,4.07127968219638,-1.284622444272,-0.901833006953902,-0.339339867958657,-0.539244332638887,-0.196408368506221
75,2,-0.956790850752531,-1.10177321391604,-0.976941399889832,-1.01642743564921,-1.10751905638057,3.94173534290624,4.86637059118361,3.9247747396682,5.69010611117826,3.06026069019384,2.26957513099488,2.27343855777979,3.44353786255764,3.70432314549612,0.19574966972454
76,2,-0.134421282614218,-0.282532831739537,-0.327801853134986,-0.10719550717149,0.0322121353494271,4.459668593186,5.80580676084901,5.24880585087084,6.38960129145182,4.08862376139779,0.402332687280381,0.844733766263314,1.90415679562967,1.37367695119376,-0.183473596840232
77,2,-3.42258495407612,-3.54279098390944,-3.62166794920781,-3.58340309683557,-3.01921207462628,-1.94394070771214,-1.44904006445353,-1.66461520332793,-1.46091340502593,-1.94646108886051,-0.00602182914153637,0.0415084721860994,0.648302143031303,1.39714813857122,-0.293624032171476
78,2,-2.26822111210795,-2.39812311756033,-2.28642082912331,-2.5660068498509,-2.33172879564519,0.659675886100909,1.39697547388012,0.860819290786599,1.60877684086227,0.908923644836598,0.152340431593921,0.354912203273805,0.809326350874828,1.56276201865352,-0.299658823561021
79,1,-0.60829518133775,-0.775735905335149,-0.734288204352399,-0.611533000017763,-0.707240591042578,1.53428179778076,2.23348177618378,1.39349075340479,4.02532647840331,1.63263019185788,-0.0647257453591328,-0.00352189085114851,0.48486648765095,1.85436517263538,-1.13365714541619
80,1,-0.0361747016047733,-0.226598062755961,-0.134329304309956,0.344388892003392,-0.46342437183805,1.10768832605959,2.1220742490807,0.612839258592526,2.4183426860287,2.79433694872731,-0.116041341444493,-0.251145555719036,1.8812941939504,0.928469522452547,-0.554410739969748
81,2,-1.57477915992056,-1.70672193025262,-1.69455213835769,-1.77737315861945,-1.49598842704286,-1.36007604998402,-1.01303065682109,-1.169096938554,-1.83339862844123,-1.97756235891116,-0.353089136400341,-0.376708821622603,-0.0846409733493152,0.606858959518586,-0.577372168754422
82,2,-1.9804740122877,-2.12090351433118,-1.81893506153275,-2.06253080571878,-2.56496164817542,0.693713033312592,1.21027993483239,0.619556985224974,1.23476987629443,0.898861722724693,-0.0235170370031561,-0.0168775595614017,0.279235658265294,1.02171095424563,-0.419154484035793
83,2,0.759179235333405,0.63657068954316,0.519688876167558,1.00294192325378,1.22198008961981,-1.46012474953575,-1.00442804810446,-1.37651201041609,0.854044053615496,-1.59528988612231,-0.384681086432819,-0.323555301556924,0.202769423993069,1.5214781075985,-1.97748672246555
84,2,1.31478444986172,1.17488079211052,1.38381436354365,1.88360560645961,1.01972259211962,-4.13449728062632,-3.79050785333922,-5.09236214251141,-2.7833503356177,-3.59612547987877,-1.23779418280459,-1.36778868808563,-1.40527925419799,0.121334967303721,-2.11116521993668
85,1,1.71013369305534,1.53786278773716,1.71690606801498,0.363175974557799,1.46442029823307,-3.68618320766842,-2.63649290524951,-3.61180884818915,-1.47271916607098,-2.77145972206781,-2.52265236672309,-1.67284622235203,-0.803353040665328,-1.00948650058584,-2.06905110622451
86,1,-1.8231729093286,-1.98494664968827,-1.86370784940706,-1.68078663122102,-1.99259130874181,-0.410609580642911,0.487448497873143,-1.300385777364,1.53478787889623,-1.29717621900615,-0.483740289540817,0.0889201050424413,1.1929060759514,1.1003338297286,-1.2669036325877
87,1,-0.403939204035529,-0.565734590816918,-0.657249905623413,-0.18279846508466,-0.336691723743814,-0.530292068803895,0.425644676486466,-1.08108336702242,2.15164364327863,-0.663532284016734,-1.38238029385465,-0.792326508085112,-0.480596548776263,0.512939308025941,-2.26831584002924
88,2,1.54525638648497,1.42460062335827,1.23264104385631,1.65313406689275,2.18311204146675,-1.63911669759596,-1.13233649795333,-1.10837866822611,-2.35946635981672,-1.80174677003181,-0.242166979333229,-0.139153181957827,0.158302018473474,1.23939807858073,-1.04833183451526
89,1,0.987272698085935,0.832267480678489,0.627826238638525,0.553278523508835,1.10584021193929,-1.48521098660441,-1.531359671665,-1.16863399742234,-1.18432516826538,-1.49274730869631,-1.41060987198511,-1.89030888838901,-0.0969143976680034,1.27679388853822,-1.52577585721429
90,1,-0.166397296032852,-0.323996163271262,-0.2779410908865,-0.597990216877692,-0.286534982953549,-0.0771354661862649,0.537850668292315,-0.468597452872659,0.470567487304401,-0.071567436797304,-0.0699553483442337,0.0329092188235407,0.370581173100904,1.48581999800664,-0.777267473639605
91,2,-1.20885069446343,-1.33626450062735,-1.11653529936515,-1.35873654934499,-1.47778325286563,-0.893831341959601,0.0295021072322683,-1.35485937224445,0.179920029169759,0.321449495646266,0.300290784457879,0.597035782995775,0.892827609412301,1.7248513728937,0.314689275322364
92,2,-0.813313583841852,-0.94824154316334,-0.621809595118144,-0.885637322275562,-1.33619542471485,-0.0872863996619859,1.08925692948491,-0.0395116029637332,1.69122877572519,1.0994482987152,-0.119050814627254,0.385483004604213,0.73422559629689,1.13045799082169,0.0574472450953945
93,1,1.04615087841474,0.890132713576625,0.866066523632686,0.790656990348664,1.12322145445992,-2.76502103515054,-1.93346740798851,-2.75243514905555,-1.62320005521802,-2.7321455990923,0.651009167329081,0.927466431405536,0.421505040356417,1.33888682137119,0.474637925890077
94,1,0.851515015603433,0.689426400993142,1.05495563041913,0.456285543401619,0.384768989232597,-3.11216183990951,-1.98667930747535,-3.07190953122457,-2.07689543619491,-2.53432309116017,-0.126618339761347,0.47843833899475,-0.0293255111512352,0.795211941778947,0.536527334571346
95,2,-0.646757514411852,-0.766985321775741,-0.501988019342645,-0.551930330627735,-1.12052469824313,-1.14347331988011,-0.41774385008125,-0.66300262424809,-0.338614798699207,-1.38477180488643,0.46564819262499,0.68187876519981,1.03337592792527,0.440061317464014,0.901427736628793
96,2,-1.05100842711385,-1.160536252213,-0.958458199563347,-0.850814074257712,-1.26781025945313,-0.653508488964216,-0.0541119802460264,-0.982486590732084,-1.01960343838261,-0.724974298496257,0.975583882311165,1.06294665674322,0.957119455575096,0.190579271802436,1.14084899642357
97,1,-0.954951919451779,-1.09476808442189,-0.880057558054394,-0.906688115210602,-1.0265237290962,-0.0753643092218113,0.326825276898399,0.780633382242193,0.258252213533147,-0.355165693984921,1.29352595878338,1.34529190789908,2.30389113430048,0.836883594742172,1.58254224510832
98,1,0.352110792214155,0.221505437472081,0.307068910793713,0.220781403265297,0.413851947385059,0.635622220303553,1.29821902864283,0.854977496159677,0.991044298147433,1.12766247550961,0.104822242132483,0.408131365913242,-0.467901056728925,1.41146567257827,-0.754724045559989
99,1,-0.80152921509978,-0.942919770688032,-0.838444658315132,-1.10965650446283,-0.78312023109171,-3.02136657356726,-2.11631988050059,-3.52298186740607,-2.49960188162128,-1.99913168106187,-0.956828792382979,0.0361311265208109,-1.78826931957624,1.58044458186844,-0.0286635230180838
100,1,1.26940571648053,1.12192343952715,1.4026906461645,1.26965017235216,0.986661154020448,-0.424322496387637,-0.32764582942754,-0.799240150475656,-1.72867845292843,-0.556104066133658,0.756770787986785,0.802842035080124,0.0774398641282428,1.68741639952636,0.0672237898734132
101,2,2.16868739985987,2.04961128894939,2.02888215211347,1.7894812173495,2.35353784038999,0.699586571625407,1.44795157198979,0.931736769456352,1.32094821778631,-1.73816842324187,0.0950203806713432,0.200055377506049,0.154779398995762,0.460433302457277,-0.51599075137211
102,2,-1.81040005453505,-1.93699872088695,-1.65176215111906,-2.10930487311053,-2.27666622590681,3.19370344248439,4.04570419623325,2.83282130280121,3.32080678818326,2.99766010061279,-0.0128529063981997,0.243017306504052,-0.144981063499895,0.519413383531466,-0.426541497632547
