"id","fid","y_mdl","D_mdl","Z_mdl"
62,4,0.261666914537641,-6.24809438817446,-1.20596045838316
63,4,1.33025166975273,-8.55167454879219,-0.938288639540612
64,2,-1.97415977438125,1.34802686303432,0.198096818796806
65,3,-0.346194715213335,0.566961615325834,1.33083374939348
66,3,0.464013650084482,-0.00249056250631696,0.766440831698181
67,4,0.95460336489242,1.15456280438478,-0.325929231196161
68,1,1.87194413518515,1.17988530682935,0.0170793959897493
69,4,-1.8844491568812,-3.12770123041399,-0.397471446758713
70,5,-1.30237664226677,-1.05097248884358,0.39910766191726
71,5,-0.282516183854492,-8.27550373019257,-0.297159303784772
72,3,-2.03721042112627,1.20613678718461,0.223672728928603
73,4,-2.42888115161591,5.37940420573722,1.45216065963647
74,4,-1.60492362195285,5.63910501755004,1.44956760065142
75,2,-0.731323463951203,4.21651582374576,1.40130119136475
76,1,1.06598366827219,4.86910001712794,0.378526438822716
77,3,-2.45250220379592,-1.8622882351593,0.45259063226215
78,2,-1.79746998239402,1.14400303672806,1.07786954737922
79,1,-0.39092634190567,4.03350479704795,0.177521652480257
80,1,0.230115118546195,6.34379545484331,-0.269891653363306
81,4,-0.771847514342193,-3.68631784510568,0.188717277916746
82,1,-2.17576294826445,1.3739770322955,0.9553000693291
83,2,1.88185601413383,1.53337419435059,-0.671637510699695
84,2,1.4734092532812,0.402393403003593,-0.366058520434391
85,4,1.38784454646451,-0.576552735474548,0.176354580544533
86,3,-1.90461600210509,-0.806726814700226,1.25894524949654
87,3,-0.23781877594253,1.407140040591,-0.00228803748146866
88,4,2.97088436520979,-2.4510725901027,-0.330606381193505
89,5,1.69911919724042,-6.0283472807866,0.0186397353161052
90,5,-0.053317422231288,-0.863379858206448,0.856388697424213
91,3,-1.33782293591639,1.34679898493755,1.65415391806643
92,4,-1.18796579763179,2.91471748138325,1.4934708279426
93,3,1.09675007617813,-1.660691582064,0.723690977418537
94,2,0.312634198935835,-2.20397609283488,1.32584919395187
95,5,-1.1548960129389,-0.45730723326928,2.3636125164574
96,1,-1.40298581182022,-0.138644709572421,2.72225753705496
97,3,-1.25964037337583,1.83559385091026,3.23730845664666
98,1,0.383716934850039,3.82823986803406,-1.53519967502614
99,5,-0.761014577884347,-0.175256331191374,-0.995126771956285
100,5,1.0268683359172,0.987626638820716,-1.12352106339391
101,5,2.71303764240945,-2.66920525593173,-0.961515243517317
102,4,-2.27754504742412,4.55479245526083,-1.24476319186118
103,3,1.04959312262782,6.21938957809344,-1.40834779361657
104,2,-0.214318307575662,5.19724564037268,-1.14985587175535
105,1,-1.26975531501321,9.55190590494497,-1.47834595490663
106,1,2.1787362454448,-1.51116997441432,-3.84837629640844
107,3,1.59317051832999,-1.76471776159966,-2.36761689333012
108,5,1.16412682636024,-0.548668305610162,-1.57576067495932
109,2,-0.054708044842581,-1.47159560346456,-2.39533555729548
110,3,0.796472943097601,-0.270424267530485,-1.40695788163359
111,3,-2.12090718649135,1.92800530777656,-1.74798031117797
112,1,-0.842849054870594,1.87846316749037,-2.00848049038908
113,5,1.98671270035853,2.01433367996358,-1.82423357648814
114,2,0.757176373890875,2.25528329342199,-1.26233748336733
115,1,1.0145357837985,-0.915430365254824,-3.41248071495729
116,4,-0.231389401781182,1.27126688681837,1.6216533806306
117,2,-1.33814267012076,0.318986820238704,1.85844904587765
118,2,0.407434441593614,-0.0421694514279141,-1.7105792981961
119,2,1.36045823244765,-1.89589791834605,0.3028388630253
120,5,-1.09916748076763,-0.734862321141323,0.987657433277583
121,5,0.304813923901969,-0.160089352377521,1.2997317629759
122,2,-0.268013700370116,2.37576354787838,1.65243147245701
123,4,-1.55247596212931,2.09252715843423,1.60774904024537
124,2,3.17487934176694,-6.72745142343175,-1.96371305061182
125,2,1.32222885267086,-1.56378506829976,-0.701822092680606
126,1,-0.65157662946616,-0.394151028126043,0.395733194134689
127,5,0.358429095200523,-0.79396920407484,0.207241492753193
128,4,1.40856985985038,-0.36950897404251,0.134038128970292
129,4,-1.68214982510765,2.26478858882861,0.562354141216938
130,3,0.647333668545801,2.32871924005352,0.529268337310774
131,4,0.993778669802557,3.12265475784814,0.981265629750503
132,5,0.0809864238266798,1.07578048432403,1.08942808629961
133,4,-0.855006636000086,-0.632248491302025,0.356714956028934
134,1,0.117091473389563,1.53684466682887,0.0262777158861596
135,4,0.561312050052806,2.59872683170438,0.0814959764682115
136,2,0.5326471578288,-2.16020454235842,-0.678990407105541
137,1,-0.137302678127432,0.0350031748280539,1.04329266018196
138,1,-0.00245995282970135,-3.27132461187405,0.527664686772106
139,1,-1.43031697081292,2.84169415616746,0.841053030866033
140,4,-0.304265597419584,2.71391221379194,1.15527789422993
141,2,1.16867803581051,-1.08346361514877,-1.38627247760868
142,4,-0.213173044829716,3.74911214544227,-1.22056776266238
143,3,0.437435030295966,1.94993578660804,-1.2226160431167
144,3,-0.0906205588936801,0.0622439690184802,-1.1386278519223
145,2,1.77927628246713,-2.06877808321347,0.116617375312848
146,5,-1.2363659530019,-1.19946361883865,0.637755702783754
147,5,0.166928341712209,-0.0900832480074687,1.35253679108421
148,1,-1.58889086470586,1.85303854016465,1.48905121334049
149,5,-0.171653296723857,-1.2296519390962,-1.97105023437748
150,1,0.480984311516056,-0.01923859874654,-1.63994943899566
151,2,-1.10604464420861,-0.170255238673713,-1.50819563473351
152,4,1.09882482326911,-0.736967394320901,-2.15854978966429
153,1,-1.15401021613748,2.95827342766726,-1.42466117904706
154,4,-0.12297673859376,2.96481013430285,-1.18512507886945
155,5,-2.02003196368729,1.84773369850907,0.467486754308258
156,2,0.0713708174931691,1.3119520148973,0.637269980034033
157,3,0.897828254325933,-1.13929589348379,1.95686200477653
158,2,-2.47838774786678,-2.54743568824349,0.83627269408049
159,1,1.07969997653986,2.28066334313666,-0.14594438749642
160,5,0.98454893114688,1.62496158640122,0.162326172354566
161,5,-1.561066672738,-4.71661357081858,0.301897020804384
162,5,-2.19758021726137,-0.416288664428424,0.421754053753279
163,2,-1.39779456808657,2.092816871923,0.261018265498012
164,4,-2.65683082475427,7.16792785165259,1.63261778828198
165,2,-1.73352968279649,7.28816732523005,1.72596728373252
166,1,-1.94782756329476,7.40395691897125,1.59300582844424
167,5,0.133863169220442,5.9557963630561,1.00570192122279
168,5,-3.47872797728846,-0.211911288662025,0.482844085001603
169,2,-2.15319231814865,1.75184891705814,1.33184869992831
170,1,-0.33078103446244,4.33013450218886,0.38968746800946
171,5,-0.530055198140827,7.21925578703073,-0.182322020802678
172,4,-2.3109886976408,-1.36258388364237,1.06421760826348
173,3,-2.25322273514553,2.07863409234015,1.39662807719777
174,2,1.58388763699616,1.83371052397073,-0.216035715195598
175,5,0.636406057239145,2.07159207668517,-0.178954226131175
176,5,0.5585354302319,0.568266886630766,0.740034855975433
177,2,2.88445344371156,-2.89440474367468,-0.151281399987527
178,4,1.20131465935063,-5.39898036863541,0.219880284201901
179,1,0.146786255284034,0.120457373820344,1.10056205423192
180,4,-1.40276083678727,1.32371030918647,1.72523714882201
181,2,-1.09754268347627,2.35132863928906,1.79499324005126
182,2,1.41473305210548,-2.76371942232199,1.00593742780415
183,1,0.439488829900663,-2.36803855768783,1.77166095569689
184,1,-1.24581742645971,-0.982337508125716,2.53429925594999
185,5,-1.02491133003265,-0.169701004223786,2.83688581497802
186,2,-0.188030325845702,-5.96096839042573,2.10963948490149
187,5,-0.794967291722499,-1.69382011097364,-2.08538502082696
188,2,0.855896122283676,-0.840819829683274,-1.38754674088224
189,5,0.390085907552892,3.01961341561631,-1.55978817442813
190,1,-0.713478734180127,2.56732342001062,-1.53659729313421
191,3,0.721700515953287,0.828042688039336,-1.45111829527163
192,5,-0.556149456042153,-3.05387094560335,-1.1187456239382
193,1,-2.49320867659193,4.75168167303464,-1.52801602068415
194,2,0.912572044777432,5.68554236701178,-1.3836659580955
195,3,0.0109939464192559,4.7578000854587,-1.52314303067709
196,3,-1.33313732578565,9.73987503033469,-1.64403924778664
197,3,2.2249011824313,-2.85087472880385,-3.91719702785053
198,2,1.56154410255369,-2.6404221753726,-2.46413066786291
199,2,0.581185905103895,-2.03270368271132,-2.49777796122471
200,4,0.556895417397286,0.994253581879646,-1.27725299362549
201,2,-0.977257711761399,1.26097844892707,-2.20370841361848
202,1,1.39256005952833,2.52811823918701,-1.66854770089421
203,1,0.506442800864622,3.03725868184885,-1.63425375119082
204,4,0.727220387785867,-1.80501605727827,-3.32921417753217
205,3,-0.340923720932174,1.78920782921628,1.55847266170252
206,1,-2.03599089625932,0.72705047914399,1.58600548157401
207,1,0.284946831527671,0.4374794665817,-1.50526718075721
208,3,1.09162093179078,-2.16233409912336,0.778602085447101
209,5,-1.14455039347593,-3.07538315094638,1.38040967619354
210,3,0.182426602240587,-0.313994085609246,1.40257592639368
211,2,-0.474492890280715,2.43520912459845,1.63927806799921
212,1,-2.0978197934587,2.38290980460759,1.5154882340692
213,2,3.08894560894782,-7.13031691884151,-1.33319811355686
214,2,1.59507759016189,-3.67079481047426,0.0273936933117369
215,4,-0.735213716254878,-0.784389499691997,0.931004198065718
216,1,0.112324733502756,-1.66773457779309,0.656793611791643
217,3,1.23930102932726,-1.35531290821817,0.779475505780846
218,4,-1.51691379310839,1.58224789813817,1.54353199240877
219,2,0.605245131759716,2.30649059083509,1.61316941842911
220,5,-1.01994596759741,-1.43074015668362,0.36880126978583
221,2,0.341912351945838,-1.26553025222978,0.573803967020204
222,3,0.812304527601904,1.42198759348654,0.509488385876235
223,1,-0.0678407170619613,-3.36663419063121,0.288084124719248
224,3,0.157146049466323,-1.22120954668491,0.990630549265428
225,2,0.0579926549583556,-3.55386402151279,1.10564291573829
226,2,-1.71983494552718,3.1447713087134,1.34887933813062
227,5,-0.402897917011684,4.27385978244142,1.45071151687783
228,1,-0.432653550609639,-2.0239293729443,-2.28721951981478
229,1,1.36917522818335,-3.03304384847358,-1.36133359404078
230,1,-0.499277612761523,2.92969047909995,-1.55946339277951
231,4,0.267101108010949,0.540213589612991,-1.27928403183987
232,3,-0.277404243106562,-0.31454434252281,-1.30640383274995
233,2,1.66681890172636,-2.58861229438828,0.461564683088808
234,2,-1.15772088082631,-3.61754736217002,1.03385982961576
235,4,0.0876138118353946,0.29893541942231,1.35300993599074
236,4,-1.88505184675071,1.74535792246048,1.59697362147736
237,2,0.0432546553706237,-2.46716350762742,-2.38076089850748
238,1,0.74667467743256,-0.64474723622247,-2.02644251707143
239,3,-0.340407017916625,-1.60877557707324,-2.33244979461713
240,5,0.44986454373333,2.84313680373979,-1.51087404632625
241,4,-0.963851409241395,2.26541767096088,-1.38204225230179
242,3,1.16595238565424,-4.7381001759895,-1.22749357213286
243,2,0.650859131702731,2.0488339019728,0.0103077591860106
244,5,0.719668291819785,1.20046381059441,0.910648749461333
245,2,-0.637638731653543,-1.63871860209493,-0.0391076772825212
246,5,-0.158546786953815,-4.06386892151304,0.288842399120499
247,3,-0.283160686391101,0.129079773254368,0.707471065231998
248,3,-0.663697168388798,1.88401275396122,0.0800790075177789
249,2,-1.42508025029968,-2.1358788787092,0.592516360732545
250,1,-2.66585102872461,8.08942122576571,1.88367882894028
251,1,-1.81983455284178,8.59204852810432,1.87414059277531
252,3,-0.39368635176832,8.14003851601345,0.549460196628791
253,3,0.184614702930721,14.9909605239993,0.037728050611392
254,3,0.577473825127253,0.118560380702412,0.841631362514407
255,2,-2.9210057351563,1.17358936973328,1.51933392081272
256,5,-1.10690421349292,4.30715209996637,0.778501167005007
257,5,-1.26427822123368,10.8041025375014,0.557415390159451
258,2,-2.24644618846762,-1.79292777627808,1.27793577683607
259,3,-5.24195141954004,1.29291342454947,1.63083931131739
260,1,-0.434708685072526,-1.73956341037823,0.528838395632759
261,5,-6.45448911732046,1.58189834546906,-0.0369800341481863
262,2,0.842634272981874,1.96721942007561,0.129306230049353
263,3,0.669802789594139,1.76357977393104,0.601797057844797
264,5,-0.139607106544124,0.215578559613304,0.945358399376912
265,4,-0.164723876306088,0.16151247270265,1.47149935378171
266,5,-0.951536699053543,5.03274397648168,1.86031766586323
267,3,-1.0739444449427,2.68063945090924,1.4426565867863
268,3,1.20834644522682,-3.31590098922813,-0.27380577816429
269,3,0.932747118974016,-2.80750328425234,0.373958318273461
270,4,-1.44749255845561,-2.08197612027945,1.11176406198626
271,5,-0.049066414815587,-0.764613568990725,1.4411265424726
272,5,-0.700780976821785,-8.57118480729666,0.888905717265189
273,1,-0.166135008906377,-1.94212698993556,-1.96433471280771
274,2,0.708123358414205,-1.14966575046524,-1.37272448886546
275,1,1.00137582875642,2.10402091154914,-1.57414739907261
276,4,-0.807268703253435,-1.44162035711684,-1.43621387714478
277,5,1.35428485436154,6.92254971914892,-1.47536420017082
278,1,-0.123617600374522,7.2138015303086,-1.48134464188539
279,5,2.42515721107509,-2.78984845218521,-3.23813355591324
280,4,1.78229309104468,-2.6004313032601,-2.11834846891363
281,4,1.31617463140083,-5.4562258934086,-1.95173961058852
282,3,1.18266297714833,-0.310355750223577,-1.47136031687847
283,5,2.14910338199923,1.12034858038336,-1.42309919284327
284,5,0.979646038971123,-5.66500101451357,-3.00893179728981
285,2,-0.192141975200206,-1.44696669198558,-1.83531723882646
286,2,1.71182698979569,-2.62138855093791,-0.250056774167756
287,1,-1.56851632753742,-5.60374327657465,0.493632929516009
288,3,0.377961513938305,-0.86086926051847,0.36878815220885
289,1,-2.24588725308824,-0.720908783766171,0.451002485799856
290,1,2.55702588153449,-2.47874013621361,-1.44566434190363
291,1,1.4021805124159,-2.80444755034151,-0.504402590900851
292,1,1.48431513389386,-0.269714585765022,-0.292152007599432
293,2,2.19361235975937,-2.13626439928055,-1.41096625311126
294,1,1.74078156870438,0.770523784617103,0.440147440236418
295,3,0.744454423210148,-8.03934147489574,-0.549798847940849
296,1,-0.826932407762179,-6.60696292932377,0.122981762864445
297,4,0.236494942053981,-2.70331202898243,-0.476751614122584
298,1,0.612823699456711,-0.206842653327609,-0.280730469059716
299,4,0.319222656398379,-3.69729015308393,-0.522469444522081
300,1,1.26266117891822,-0.753420358963042,-0.571520981838494
301,2,0.142621108036963,0.266978912814899,0.382115713700415
302,4,-0.336656558352814,-2.00375811735189,-2.0238808817826
303,3,1.64217051389509,-4.09645312075776,-1.47546407489224
304,3,1.03850628011304,-0.15318923540436,-1.69158035411244
305,2,-0.499959014837817,-2.5730180299988,-1.38544324551009
306,1,1.88084854767001,-2.24533356216859,-0.0635426936026136
307,1,-1.95697119182238,-5.21667096354848,0.444974575289306
308,2,0.47936954228157,-0.444761304071471,0.370115200499852
309,3,0.637852622273876,-0.623335086675501,0.477515869578582
310,2,0.0378997001076877,-2.59375674075207,-2.19863681103414
311,4,0.552221809855372,-0.393009518128162,-1.69979799747689
312,1,0.0562453438995592,-1.40511781679446,-1.96186962306207
313,2,0.77659706626658,-0.764893399231633,-1.41390334116156
314,2,0.818286144944132,-7.58084147784341,-1.21612270953939
315,1,1.14862734587895,0.238781191660391,-0.172553853469673
316,2,0.270405568156651,-0.602290185563042,-0.491052434264727
317,2,0.438761445874013,-3.42385670758603,-1.17804592230092
318,1,0.288395501954758,-0.75116183818409,-0.257385844514004
319,4,-0.162306552665545,-0.131400305183737,-1.0051930165069
320,5,-2.62123365636087,8.57725532303094,0.580934446743369
321,3,-0.772601151697003,4.80992208470556,-0.0426378514612207
322,3,-0.29746781779091,4.09483596149652,-0.753910019625994
323,1,-1.5508798145228,10.9284060928983,0.9085371593087
324,4,0.859008715406135,-0.170842012704357,-0.619321258862336
325,1,-2.5156690752559,2.07920805197631,0.224125938762612
326,5,-1.01066304893372,4.19477178629302,-0.338463495345557
327,2,-0.632367591904041,11.3277620221793,-1.06958236576048
328,3,-2.64538379724676,-2.20847680589656,-0.110825323581007
329,4,-1.69738653994898,1.00249928009606,-0.0233323751598267
330,5,-0.625137944271759,-0.218508159026154,-0.625437482417313
331,5,1.41548330035721,-1.05104174267737,-0.931502924951087
332,1,1.01857229805807,1.01026343211207,-1.15582910082485
333,5,1.04442164569059,-0.278070965386932,-0.755308217377278
334,5,-0.393579299710419,-1.28395363831046,-0.310444944958906
335,4,2.66951119067647,-4.13625523489148,-1.0959484123552
336,1,0.294206205778424,1.72338448101705,-0.268107242264815
337,5,-0.140484290877591,-0.00402033893427145,0.235217839097297
338,2,0.762041315729057,-7.32737315508354,-1.47661375073025
339,2,0.467666092253058,-4.80623853407251,-0.572850412154381
340,3,0.580266205646422,-2.97450846137073,1.68919444153409
341,2,0.616038534327961,-2.79349772243645,2.37497932777886
342,2,0.692522737296431,-2.74896349396063,2.28151086946094
343,3,-0.62094856172047,-0.700042892482362,3.40828061553109
344,5,-0.183841696938331,-0.527654751055571,-2.7154061054023
345,2,0.279803118507579,-2.35799217081818,-1.69730337225992
346,1,0.52755759421926,0.528777715188001,-1.19380897188103
347,2,0.26335479876179,0.676240542637993,-0.834180757668085
348,1,0.360351407736898,1.17786602631744,-1.17082886748155
349,1,-1.67460115455362,0.463787161624062,-0.824880545436178
350,3,-0.122266165346803,-2.974636612314,-1.90458351066486
351,5,1.80711089949682,-3.42521518447164,-1.90265223804855
352,3,0.477013436074601,-1.4784240496596,-1.77266724956077
353,5,1.94856045929319,-2.48960905225781,-2.90738024737788
354,4,2.55994349534495,-2.14375665074795,-3.06279768162659
355,5,1.45072349232048,-1.54203576530921,-2.91954187105438
356,1,0.831845252644301,-1.62030626178307,-1.65302095803325
357,1,1.17503771049781,-0.596119427179564,-0.986429303393031
358,4,1.58518365292077,0.94732313675956,-0.962408586726472
359,4,0.971694684505401,-1.60558464055737,-2.62047767190067
360,4,0.750235024007337,-2.61117663988643,1.87250651440255
361,2,0.124317242887783,-0.207456951556548,1.86780681609841
362,2,0.689281622950095,-1.41686511468923,-0.502903244735135
363,4,1.04175344703978,-2.33388381234318,0.95764293110528
364,5,0.0530623949346483,-0.369946222208358,1.2261698452235
365,2,-0.783853360471597,-2.89025513295262,2.1620340102619
366,2,-0.470948218083169,-2.15595412615853,2.00642107409234
367,3,2.22592688051997,-2.96735525382162,-0.769372019937107
368,5,1.45630244028923,-3.47101502224241,-0.258637568168233
369,2,0.753286665903571,-1.51966314056368,1.20226570706758
370,2,1.79515276819528,-2.09790050509303,-0.534523498812266
371,1,2.02274712827248,-2.76133633265817,-0.168691327281234
372,2,0.45808038110759,-0.142358236648818,1.18845817307878
373,5,1.63082423325551,1.2127156377192,0.698641580647758
374,4,0.277343915089584,-6.9639573010377,0.3899145485838
375,2,-1.73226470105345,-6.12745517736788,1.08178094803319
376,2,0.613401797188819,-2.90439380347615,0.245327109106334
377,3,0.560661573789594,-0.0681075427214601,0.160427567033988
378,5,-0.0285418015208636,-2.08682684342523,-0.430778231082924
379,2,0.277806816830646,-4.39984953193627,-0.247405487529955
380,3,0.922919870657741,-3.40543912771841,0.181047581632342
381,4,-0.308714642255319,-1.49633490912204,0.990937676252052
382,2,-0.21129699856665,0.655108810297085,1.18226247533743
383,5,0.397886873396344,1.51790607258864,0.553477885842819
384,4,-0.15170816459637,-0.928242424358337,-2.730010381356
385,4,-0.402902205951214,-2.0144003204434,-1.52042772198956
386,5,1.32203746696158,0.0485960370498013,-1.14170013472273
387,3,0.0190783296497115,1.59311544243941,-0.798791461408907
388,5,0.154420884904191,2.86294208289785,-1.10298173629972
389,3,-1.03015854931852,0.305662227360571,-0.951413897361768
390,1,-0.0908933114714872,-2.1621879558146,0.987315648684858
391,5,1.24690809774318,-1.99224520387577,1.01498327929984
392,4,0.356401689293296,-0.554435416642146,1.31209467479762
393,5,-0.0342310047837842,-2.35093349487851,1.8449557593974
394,3,0.591390087557943,-2.39407967625644,-2.95880762217299
395,3,-0.106924760236819,-2.64044998524443,-1.47406379965851
396,5,0.03963583085089,-0.417898588701875,-1.14876272099835
397,4,0.469959815691263,-1.62876095875906,-1.66576082802385
398,3,0.335434051097867,0.230329620668213,-0.954841623825429
399,4,0.662824433343545,-3.34913851019991,-0.843698503499885
400,3,-1.23199441972931,2.06076640853945,1.32964392544994
401,5,-0.852321461674139,3.15705966191766,2.01224620471334
402,5,-0.178265861727578,1.91450511142724,1.04784692904791
403,3,-0.472618122837462,3.58396315228257,1.11105297705619
404,1,-2.12236299743953,6.89501048635611,2.15259781198426
405,5,1.20076229571847,0.935313162614777,0.59177435019755
406,4,-0.672983806621793,0.407925298356052,1.22703590043248
407,1,0.405134049080479,0.296229781027317,1.10620202575608
408,5,0.971737319057287,-2.58507847387305,0.368702414229542
409,1,-0.0485150491936182,2.22040121484496,0.638498702561693
410,5,-0.456577666263557,-0.0857295614605968,1.03366085167924
411,2,1.09367909644177,-0.474453207395805,0.723251259371039
412,2,-1.22471857214735,-2.12256082261983,1.10565496642526
413,3,0.736793761658377,-0.487777069135396,1.27390200811831
414,2,-3.00243463303866,8.71680451946209,2.23387023403802
415,2,-1.08211929946614,4.1696790762536,1.23331838872825
416,4,0.0512676537957226,5.35037601487935,0.285873475196535
417,2,0.0646134746541698,4.12482318512295,0.789723475527257
418,1,-1.79591690077543,9.55912385596566,2.11562926805189
419,5,0.52216375291341,0.247550659982977,0.963754198480392
420,5,-1.09725599704674,2.58155476421343,1.68755589680582
421,4,-0.92235374298549,4.88716533946993,1.02720479367577
422,3,-0.528276912725815,9.55345204525345,0.809502819974867
423,5,-1.30777864284227,2.5870368528688,1.68137209482942
424,2,0.438952686193285,-1.66256195043996,0.841313213287131
425,4,1.71576973068774,-0.840771634225489,0.818346657116336
426,5,0.433686433986828,-0.221428020363521,1.1681530548554
427,3,0.928066010769598,-0.733307721623651,1.30884445268136
428,1,1.67866970918414,-2.28704326445883,0.0456379984134738
429,3,-0.126484922793885,1.74209023655571,1.07797475196986
430,2,1.04971019711058,0.970134410973859,0.599443580263774
431,4,-1.01596862871136,1.48892803519746,2.17226393564416
432,4,-0.643557312005504,3.85971642330358,2.13036944929618
433,2,0.496704843149589,-3.28826114511872,1.66976651151586
434,3,0.686984250569993,-3.29928730241247,2.25051401413078
435,3,0.777607237389557,-2.94378139496982,2.13542482917631
436,5,-0.728129369704911,-1.1459689555015,2.87284907778099
437,4,-0.0754248941977123,-1.57013398737118,-2.65787704223213
438,4,0.430184667434919,-2.21370847274027,-1.29654556656161
439,2,0.878992170840666,0.333750790336054,-0.899282284696126
440,1,0.303745464888011,2.52411737769596,-1.54471858817263
441,1,0.368261748357652,1.00766904833995,-0.981981995799318
442,3,-1.25169337768024,0.496957431648024,-0.682716104137398
443,2,0.697028530819931,0.997137940025869,-2.20761171052145
444,2,1.64828020871118,-2.55350480271035,-1.55225587085069
445,2,-0.0479676828996718,-0.831133201069921,-1.43840323012691
446,3,1.54933825678023,-2.93884393016161,-3.81249826648332
447,3,1.38316967412289,-3.37786986882854,-2.88476786392204
448,5,1.33938942897811,-2.11772263862147,-1.35645032774789
449,1,1.04596661209155,-3.27674817419955,-3.04520142017883
450,1,0.789702719904954,-1.59821720542598,-1.48717589132478
451,2,1.28356010414085,-0.0831716809259895,-0.645443736918843
452,5,1.65749229226261,1.09048667351437,-0.946419973587587
453,1,1.05631012658066,-2.60187294931442,-2.63819691010357
454,4,1.15949557597223,-2.70089681184478,1.68825096818158
455,5,0.109158002661937,0.598780848713604,1.71482774321917
456,4,0.0838476010881157,-0.909420880189094,-0.51722553078608
457,4,-0.357419819361704,-2.37883724822529,1.11738799867054
458,4,0.95893287993726,-2.22618165093508,1.25342454784784
459,1,-1.09830177704616,-0.265977000404247,1.51960962532759
460,3,-0.887678028665222,-0.764170006625595,1.74348807072882
461,2,-1.02387124549941,0.259723600663237,1.8903521459848
462,4,1.38915904209536,-2.22350489046518,-0.461449983590994
463,1,0.388665049114359,-3.52852854642709,0.378436991500479
464,3,0.643088724962205,-0.993950410062468,1.51823538260134
465,2,0.982323956736982,-1.81860205762888,-0.199765795498985
466,5,1.59605144060146,-2.49171471122157,0.487262430113176
467,4,0.132716595158437,0.05440139197772,1.41960292318405
468,5,1.41720042683551,1.00939818539209,1.25802508060869
469,1,0.828564321765077,-7.01478672001092,0.795712782083108
470,4,0.289209426898957,-2.42046596784411,0.506789871547333
471,3,0.40284647147566,-0.654259049388724,0.624619866279641
